ID,Scan page,Printed page,Category,Original OCR,Correction,Context (correction in [ ]),Occurrence of context,Flag,Note,Your decision (accept / reject / edit),Your text (if edit)
969,99,83,punctuation/spacing,expedient. —Form,expedient.—Form,"purpose, as may appear most [expedient.—Form] of Government, Chap. xvi, §",1,,,,
970,99,83,punctuation/spacing,"Chap,",Chap.,"appear most expedient.—Form of Government, [Chap.] xvi, § 4. On the",1,,,,
971,99,83,rubric mark (¶),H,,"Government, Chap. xvi, § 4. [] On the day appointed, the",,,,,
972,99,83,word,"co^istituted,","constituted,","or Committee having been duly [constituted,] a Minister previously designated shall",1,,,,
973,99,83,punctuation/spacing,"deem,",deem,Order as the Presbytery may [deem] proper; and a Sermon shall,1,,,,
974,99,83,word,appoi7ited. H,appointed.,"delivered by the Minister thereto [appointed.] The Sermon being ended, the",1,,,,
975,99,83,word,"ivords,","words,","relation thereto, in the following [words,] or such other as may",1,,,,
976,99,83,drop capital,T^EARLY,DEARLY,be applicable to the circumstances. [DEARLY] beloved: The call of this,1,,,,
977,99,83,punctuation/spacing,"of,","of ——,","duly presented to the Presbytery [of ——,] and by them carefully considered.",1,,,,
978,99,83,rubric mark (¶),H,,the Pastor of this congregation. [] Then the Minister to be,,,,,
979,99,83,word,he,be,congregation. Then the Minister to [be] installed shall stand before the,1,,,,
980,99,83,drop capital,A RE,ARE,to him the following Questions: [ARE] you now willing to take,1,,,,
981,99,83,word,Ansioer.,Answer.,declaration at accepting their call? [Answer.] I am now willing.,1,,,,
982,100,84,word,arc,are,"upon you this charge, you [are] influenced by a sincere desire",1,,,,
983,100,84,word,j'ou,you,"of the grace of God, [you] will endeavour faithfully to discharge",1,,,,
984,100,84,rubric mark (¶),U,,ordination engagements? Answer. I do. [] Having received satisfactory answers to,,,,,
985,100,84,word,2}ro2)ose,propose,"Questions, the Presiding Minister shall [propose] to the People the following",1,,,,
986,100,84,word,Peoxule,People,"Minister shall propose to the [People] the following Questions, requesting that",2,,,,
987,100,84,word,aiiswer,answer,"following Questions, requesting that they [answer] them in the affirmative by",2,,,,
988,100,84,drop capital,TTiO,DO,"holding up their right hands: [DO] you, the People of this",2,,,,
989,100,84,drop capital,B.^,"B.,","your readiness to receive A. [B.,] whom you have called to",2,,,,
990,100,84,rubric mark (¶),IT,,and his comfort among you? [] The People having answered these,,,,,
991,100,84,drop capital,TN,IN,the Presiding Minister shall say: [IN] the Name of the Lord,1,,,,
992,100,84,word,Loi'd,Lord,"IN the Name of the [Lord] Jesus Christ, the great Head",1,,,,
993,100,84,heading (re-cased/corrected),".4. B.,\^","A. B., is","and declare that the Reverend [A. B., is] duly constituted the Pastor of",1,,,,
994,101,85,drop capital,A LMIGHTY,ALMIGHTY,"Let us pray. [ALMIGHTY] God and everlasting Father, who",2,,,,
995,101,85,word,"Fatlier,","Father,","pray. ALMIGHTY God and everlasting [Father,] who dost govern all things",2,,,,
996,101,85,word,Th}^,Thy,to us this day in [Thy] House: and we beseech Thee,1,,,,
997,101,85,word,TJiy,Thy,"to this congregation, and to [Thy] servant who has now been",1,,,,
998,101,85,word,Avith,with,of Truth; so endue him [with] purity of life that he,1,,,,
999,101,85,word,^ rrayer,Prayer,"God, world without end. Amen. [Prayer] being ended, the Presiding Minister,",1,,,,
1000,101,85,word,wp2}ohifedfor,appointed for,"Presiding Minister, or some other [appointed for] the purpose, shall give a",1,,,,
1001,101,85,rubric mark (¶),H,,"Pastor, and to the People. [] A Hymn appropriate to the",,,,,
1002,101,85,word,snng. If,sung.,the occasion may then be [sung.] Then shall the following or,1,,,,
1003,101,85,word,boiving,bowing,"Minister appointed, the People reverently [bowing] down. Let us pray. O",1,,,,
1004,101,85,word,r\,O,"bowing down. Let us pray. [O] LORD, our heavenly Father, we",1,,,,
1005,102,86,word,iinitj^,unity,"[unity] of the faith, and take",1,,,,
1006,102,86,word,"imkindness,","unkindness,","from them all bitterness and [unkindness,] all needless divisions and misunderstandings.",1,,,,
1007,102,86,word,Ainen. H,Amen.,Son Jesus Christ our Lord. [Amen.] Then the congregation shall be,1,,,,
1008,102,86,word,nPHE,THE,"the People still bowing down. [THE] peace of God, which passeth",2,,,,
1009,102,86,word,A77ien. U,Amen.,"and remain with you always. [Amen.] It is becoming, that, after",1,,,,
1010,102,86,word,"thecongrrgnfion,","the congregation,","the Service, the Members of [the congregation,] especially the Elders and other",1,,,,
1011,102,86,word,Elaers,Elders,"of the congregation, especially the [Elders] and other Officers, should come",1,,,,
1012,102,86,word,"shoidd com,e foricard",should come forward,"the Elders and other Officers, [should come forward] and express to their Pastor",1,,,,
1013,102,86,word,exx)ress,express,"Officers, should come forward and [express] to their Pastor their welcome",1,,,,
1014,103,87,word,THE ORDER FOR THE ORDINATION OF RULING ELDERS. H Ealing,The Order for the Ordination of Ruling Elders Ruling,[The Order for the Ordination of Ruling Elders Ruling] Elders are properly the representatives,1,,,,
1015,103,87,word,"jyeopile,","people,","properly the representatives of the [people,] chosen by them for the",1,,,,
1016,103,87,word,tvith,with,"government and discipline, in conjunction [with] pastors or ministers (Form of",1,,,,
1017,103,87,word,(Forin,(Form,"conjunction with pastors or ministers [(Form] of Government, Chap. v). When",1,,,,
1018,103,87,word,Riding,Ruling,"elected to the office of [Ruling] Elder, and shall have declared",1,,,,
1019,103,87,rubric mark (¶),U,,Form of Government (Chap. xiii). [] Divine Service having been celebrated,,,,,
1020,103,87,word,jjresent,present,"ordained shall, after the Sermon, [present] themselves before the pulpit at",1,,,,
1021,103,87,word,tJie,the,"the Sermon, present themselves before [the] pulpit at the call of",1,,,,
1022,103,87,word,nho,who,"the call of the Minister, [who] shall thus address the congregation:",1,,,,
1023,103,87,word,■pvEARLY,DEARLY,shall thus address the congregation: [DEARLY] Beloved: As in the Old,1,,,,
1024,103,87,word,iu,in,the congregation: DEARLY Beloved: As [in] the Old Testament the Elders,1,,,,
1025,103,87,word,iu,in,"and to assist the Pastor [in] the visitation of the people,",1,,,,
1026,103,87,word,\Jiere,[here,comfort. These brethren here present [[here] the Minister,1,,,,
1027,104,88,punctuation/spacing,chosen'],chosen],"the names of the Persons [chosen]] having been chosen, in the",1,,,,
1028,104,88,word,U Theyx,Then,"now proceed to their ordination. [Then] the Minister, addressing the Elders-elect,",1,,,,
1029,104,88,word,"Elders-eZecf,","Elders-elect,","Then the Minister, addressing the [Elders-elect,] shall say, FORASMUCH as you",1,,,,
1030,104,88,drop capital,T^ORASMUCH,FORASMUCH,"addressing the Elders-elect, shall say, [FORASMUCH] as you have declared your",1,,,,
1031,104,88,rubric mark (¶),H,,and purity of the Church? [] The Elders-elect having answered these,,,,,
1032,104,88,word,Elders-e^ecf,Elders-elect,purity of the Church? The [Elders-elect] having answered these Questions in,1,,,,
1033,104,88,word,ansivcred,answered,"the Church? The Elders-elect having [answered] these Questions in the affirmative,",1,,,,
1034,104,88,word,chvrch tJie /ollotvi7ig,church the following,"to the Members of the [church the following] Question: DO you, the Members",1,,,,
1035,104,88,drop capital,T^O,DO,"the church the following Question: [DO] you, the Members of this",1,,,,
1036,104,88,word,Billing,Ruling,"and receive these brethren as [Ruling] Elders, and do you promise",1,,,,
1037,104,88,punctuation/spacing,"them,",them,"do you promise to yield [them] all that honour, encouragement, and",1,,,,
1038,104,88,word,themf If,them?,"constitution of this Church, entitles [them?] The Members of the church",1,,,,
1039,104,88,word,Itolding,holding,"Question in the affirmative, by [holding] up their right hands, the",1,,,,
1040,104,88,word,2h'oceed,proceed,"right hands, the Minister shall [proceed] to set apart the Candidates",1,,,,
1041,104,88,punctuation/spacing,{and,(and,"to their office, by Prayer, [(and] if desired, the Laying on",1,,,,
1042,104,88,word,tlie,the,"by Prayer, (and if desired, [the] Laying on of Hands,) the",1,,,,
1043,104,88,word,tlie 'EAd.exi-elect devoxitly,the Elders-elect devoutly,"the Laying on of Hands,) [the Elders-elect devoutly] kneeling. Let us pray.",1,,,,
1044,105,89,drop capital,QET,SET,"[SET] apart, we beseech Thee, O",1,,,,
1045,105,89,word,Tfiy,Thy,"beseech Thee, O Lord, these [Thy] servants to the work whereunto",1,,,,
1046,105,89,rubric mark (¶),IT,,"that fadeth not away. Amen. [] Then the Minister shall say,",,,,,
1047,105,89,word,say. TN,"say, IN","Amen. Then the Minister shall [say, IN] the Name of the Lord",1,,,,
1048,105,89,punctuation/spacing,you.,"you,","your office. I also charge [you,] Christian people, to be faithful",1,,,,
1049,105,89,rubric mark (¶),H,,ye see them follow Christ. [] Where there is an existing,,,,,
1050,105,89,word,ordaAned,ordained,"should here take the newly [ordained] Elders by the hand, saying",1,,,,
1051,105,89,drop capital,T^T'E,WE,in words to this purpose: [WE] give you the right hand,2,,,,
1052,105,89,rubric mark (¶),II,,of this Office with us. [] If Elders who have been,,,,,
1053,105,89,word,tlie,the,"installed at the same Service, [the] Order for their Installation may",1,,,,
1054,105,89,word,introdxiced. H,introduced.,"their Installation may be here [introduced.] Then the Minister shall say,",1,,,,
1055,105,89,word,"say. ""jV/Tx^Y","say, MAY","introduced. Then the Minister shall [say, MAY] the great Head of the",1,,,,
1056,106,90,heading (re-cased/corrected),THE ORDER FOR THE INSTALLATION OF RULING ELDERS WHO HAVE BEEN PREVIOUSLY ORDAINED II,The Order for the Installation of Ruling Elders who have been Previously Ordained,[The Order for the Installation of Ruling Elders who have been Previously Ordained] When an Elder has terminated,1,,,,
1057,106,90,word,vith,with,Elder has terminated his connection [with] his Session by removal to,1,,,,
1058,106,90,word,"chtirch,","church,","Session by removal to another [church,] or by resignation, or when",1,,,,
1059,106,90,word,"resif/nafio)i,","resignation,","to another church, or by [resignation,] or when he is re-elected",1,,,,
1060,106,90,word,vhen,when,"church, or by resignation, or [when] he is re-elected under the",1,,,,
1061,106,90,word,turd er,under,"or when he is re-elected [under] the rotary system, he is",1,,,,
1062,106,90,punctuation/spacing,office. — Minutes,office.—Minutes,"exercise the duties of his [office.—Minutes] of the General Assembly, 1878,",1,,,,
1063,106,90,rubric mark (¶),H,,"the General Assembly, 1878, 1882. [] When Elders are to be",,,,,
1064,106,90,word,netvly,newly,When Elders are to be [newly] ordained at the same Service,1,,,,
1065,106,90,word,satne,same,be newly ordained at the [same] Service with the installation of,1,,,,
1066,106,90,word,unth,with,ordained at the same Service [with] the installation of those who,1,,,,
1067,106,90,word,previotisly,previously,"of those who have been [previously] ordained, the following Order may",1,,,,
1068,106,90,word,follotvinrf,following,"have been previously ordained, the [following] Order may be introduced in",1,,,,
1069,106,90,word,inay,may,"previously ordained, the following Order [may] be introduced in The Order",1,,,,
1070,106,90,word,ititroduced,introduced,the following Order may be [introduced] in The Order for the,1,,,,
1071,106,90,word,imynediately,immediately,"the Ordination of Ruling Elders, [immediately] before the Benediction. BELOVED Brethren:",1,,,,
1072,106,90,drop capital,"""DELOVED",BELOVED,"Elders, immediately before the Benediction. [BELOVED] Brethren: Having already been solemnly",1,,,,
1073,106,90,word,ofSce,office,"been solemnly ordained to the [office] of Ruling Elder, you do",1,,,,
1074,106,90,rubric mark (¶),IT,,and purity of the Church? [] The Elders-elect having answered these,,,,,
1075,106,90,word,Elders-e?<?cf:,Elders-elect,purity of the Church? The [Elders-elect] having answered these Questions in,2,,,,
1076,106,90,word,folloiving,following,"Members of the church the [following] Question: DO you, the Members",2,,,,
1077,106,90,drop capital,Y\0,DO,"the church the following Question: [DO] you, the Members of this",2,,,,
1078,106,90,word,Riding,Ruling,"and receive these Brethren as [Ruling] Elders, and do you promise",1,,,,
1079,106,90,word,pi'omise,promise,"Ruling Elders, and do you [promise] to yield them all that",2,,,,
1080,106,90,rubric mark (¶),t,,"of the Church, entitles them? [] The Members of the church",,,,,
1081,107,91,rubric mark (¶),H,,"[] Then the Minister shall say,",,,,,
1082,107,91,word,T,I,"Then the Minister shall say, [I] HEREBY declare you to be",1,,,,
1083,107,91,rubric mark (¶),IT,,"Ruling Elder in this congregation. [] Then the Minister shall say,",,,,,
1084,107,91,drop capital,IX/TAY,MAY,"Then the Minister shall say, [MAY] the great Head of the",2,,,,
1085,108,92,word,THE ORDER FOR THE ORDINATION OF DEACONS. H Beacons,The Order for the Ordination of Deacons Deacons,[The Order for the Ordination of Deacons Deacons] are distinct officers in the,1,,,,
1086,108,92,word,tvhose,whose,"distinct officers in the Church, [whose] business it is to take",1,,,,
1087,108,92,word,"2>oor,","poor,","to take care of the [poor,] and to distribute among them",1,,,,
1088,108,92,word,temj)oral,temporal,committed the management of the [temporal] affairs of the church (Form,1,,,,
1089,108,92,word,x>erson shcdl,person shall,"Government, Chap. vi). When any [person shall] have been elected to the",1,,,,
1090,108,92,word,ivillingness,willingness,"and shall have declared his [willingness] to accept thereof, he shall",2,,,,
1091,108,92,punctuation/spacing,"(Chap,",(Chap.,by the Form of Government [(Chap.] xiii). Divine Service having been,2,,,,
1092,108,92,rubric mark (¶),U,,Form of Government (Chap. xiii). [] Divine Service having been celebrated,,,,,
1093,108,92,word,visual,usual,"been celebrated according to the [usual] Order, the Persons to be",2,,,,
1094,108,92,word,puljnt,pulpit,"Sermon, present themselves before the [pulpit] at the call of the",2,,,,
1095,108,92,word,tlie,the,"pulpit at the call of [the] Minister, who shall thus address",2,,,,
1096,108,92,drop capital,T^EARLY,DEARLY,shall thus address the congregation: [DEARLY] Beloved: Concerning the institution of,1,,,,
1097,108,92,punctuation/spacing,{here,(here,Jesus. These brethren here present [(here] the Minister shall mention the,1,,,,
1098,108,92,word,3Iinister,Minister,brethren here present (here the [Minister] shall mention the names of,1,,,,
1099,109,93,rubric mark (¶),U,,now proceed to their ordination. [] Then the Minister addressing the,,,,,
1100,109,93,word,Deacons-eZeci,Deacons-elect,"Then the Minister addressing the [Deacons-elect] shall say, FORASMUCH as you",1,,,,
1101,109,93,drop capital,T^ORASMUCH,FORASMUCH,"addressing the Deacons-elect shall say, [FORASMUCH] as you have declared your",1,,,,
1102,109,93,rubric mark (¶),IT,,and purity of the Church? [] The Deacons-elect having answered these,,,,,
1103,109,93,word,Deacons-e?ec^,Deacons-elect,purity of the Church? The [Deacons-elect] having answered these Questions in,1,,,,
1104,109,93,word,aiiswered,answered,"the Church? The Deacons-elect having [answered] these Questions in the affirmative,",1,,,,
1105,109,93,punctuation/spacing,"affi rmative,","affirmative,","answered these Questions in the [affirmative,] the Minister shall address to",3,,,,
1106,109,93,word,Metnhers,Members,Minister shall address to the [Members] of the church the following,3,,,,
1107,109,93,drop capital,T^O,DO,"the church the following Question: [DO] you, the Members of this",3,,,,
1108,109,93,word,them f IT,them?,"constitution of this Church, entitles [them?] The Members of the church",2,,,,
1109,109,93,word,"affirniative,","affirmative,","answered this Question in the [affirmative,] by holding up their right",2,,,,
1110,109,93,word,tlieir,their,"the affirmative, by holding up [their] right hands, the Minister shall",2,,,,
1111,109,93,word,tlieir,their,"set apart the Candidates to [their] office, by Prayer, (and if",2,,,,
1112,109,93,word,Deacons-eiect rfevoutly,Deacons-elect devoutly,"Laying on of Hands,) the [Deacons-elect devoutly] kneeling. Let us pray.",1,,,,
1113,110,94,word,r\,O,"[O] LORD JESUS, who, being rich,",1,,,,
1114,110,94,word,"JEvSUS,","JESUS,","O LORD [JESUS,] who, being rich, for our",1,,,,
1115,110,94,word,sakcs,sakes,"who, being rich, for our [sakes] became poor, that we through",1,,,,
1116,110,94,word,sevTants,servants,apart and consecrate these Thy [servants] to the office of Deacon.,1,,,,
1117,110,94,rubric mark (¶),IT,,"of Thy heavenly kingdom. Amen. [] Then the Minister shall say,",,,,,
1118,110,94,drop capital,TN,IN,"Then the Minister shall say, [IN] the Name of the Lord",2,,,,
1119,110,94,word,tlie,the,set apart and ordained to [the] office of Deacon. I now,1,,,,
1120,110,94,word,"3^ou,","you,","Me. Verily, I say unto [you,] Inasmuch as ye have done",1,,,,
1121,110,94,rubric mark (¶),IT,,have done it unto Me. [] Where there is an existing,,,,,
1122,110,94,word,j)ro2)er,proper,Board of Deacons it is [proper] that the Members of that,1,,,,
1123,110,94,word,woi'ds,words,"by the hand, saying in [words] to this purpose: WE give",2,,,,
1124,110,94,word,tliis,this,"hand, saying in words to [this] purpose: WE give you the",3,,,,
1125,110,94,drop capital,TyE,WE,in words to this purpose: [WE] give you the right hand,3,,,,
1126,111,95,rubric mark (¶),H,,"[] Then the Minister shall say,",,,,,
1127,111,95,rubric mark (¶),If,,"ages, world without end. Amen. [] Where Deacons who have already",,,,,
1128,111,95,word,toho,who,without end. Amen. Where Deacons [who] have already been ordained are,1,,,,
1129,112,96,heading (re-cased/corrected),THE ORDER FOR LAYING THE CORNER-STONE OF A CHURCH. H,The Order for Laying the Corner-Stone of a Church,"[The Order for Laying the Corner-Stone of a Church] The People, being assembled at",1,,,,
1130,112,96,word,foUou'ing,following,the Minister shall read the [following] Sentences: OUR help is in,1,,,,
1131,112,96,drop capital,/^UR,OUR,shall read the following Sentences: [OUR] help is in the Name,1,,,,
1132,112,96,rubric mark (¶),U,,in vain that build it. [] Then let the following Psalm,,,,,
1133,112,96,word,follouing,following,build it. Then let the [following] Psalm (1 Chronicles xxix. 10-18),1,,,,
1134,112,96,word,res2)onsivelij,responsively,"Chronicles xxix. 10-18) be read [responsively] by the Minister and People,",1,,,,
1135,112,96,word,U'ith,with,"and People, all standing, ending [with] the Gloria Patri: BLESSED be",1,,,,
1136,112,96,drop capital,"""DLESSED",BLESSED,"ending with the Gloria Patri: [BLESSED] be thou, Lord God of",1,,,,
1137,112,96,word,0,O,"thine. Thine is the kingdom, [O] Lord: and thou art exalted",1,,,,
1138,113,97,word,0,O,"[O] Lord, our God, all this",1,,,,
1139,113,97,word,1,I,"and is all thine own. [I] know also, my God, that",1,,,,
1140,113,97,rubric mark (¶),H,,"be: world without end. Amen. [] Then shall the Minister say,",,,,,
1141,113,97,drop capital,"""TilRECT",DIRECT,"Minister say, Let us pray. [DIRECT] us, O Lord, in all",1,,,,
1142,113,97,rubric mark (¶),IT,,Jesus Christ our Lord. Amen. [] Then shall an appropriate Hymn,,,,,
1143,113,97,word,appro2^Hate,appropriate,"Lord. Amen. Then shall an [appropriate] Hymn be sung, all standing;",1,,,,
1144,113,97,word,"simg,","sung,","shall an appropriate Hymn be [sung,] all standing; after which, all,",1,,,,
1145,113,97,word,"standirxg,","standing,","standing; after which, all, still [standing,] shall join with the Minister",1,,,,
1146,113,97,word,tvlth,with,"all, still standing, shall join [with] the Minister in their Confession",1,,,,
1147,113,97,word,T,I,Confession of Faith. The Creed. [I] BELIEVE in God the Father,2,,,,
1148,113,97,punctuation/spacing,hell;],hell; ],and buried; [He descended into [hell; ]] The third day He rose,,,,,
1149,113,97,word,"Or, He continued in the state of the dead, and under the power of death, until the third day.",,The third day He rose [],,,,,
1150,114,98,word,liand,hand,And sitteth on the right [hand] of God the Father Almighty;,4,,,,
1151,114,98,word,H,"Or, He continued in the state of the dead, and under the power of death, until the third day.","and the Life everlasting. Amen. [Or, He continued in the state of the dead, and under the power of death, until the third day.] Here shall follow the Laying",,,,,
1152,114,98,word,folloiv,follow,the third day. Here shall [follow] the Laying of the Stone.,1,,,,
1153,114,98,punctuation/spacing,"deposited,",deposited,to be preserved have been [deposited] in the cavity prepared for,1,,,,
1154,114,98,word,jyt'cpared,prepared,"been deposited in the cavity [prepared] for them, the Minister, or",1,,,,
1155,114,98,word,"purjjose,","purpose,","other Person appointed for the [purpose,] assisted by the builder, shall",1,,,,
1156,114,98,word,xdacing,placing,"its place. Then the Minister, [placing] his hand on it, shall",1,,,,
1157,114,98,drop capital,TN,IN,"hand on it, shall say: [IN] the Name of the Father,",1,,,,
1158,114,98,punctuation/spacing,,——,"here under the name of [——] Church, and devoted to the",1,,,,
1159,114,98,punctuation/spacing,shallnot,shall not,he that believeth on Him [shall not] be confounded. Other foundation can,1,,,,
1160,114,98,rubric mark (¶),t,,"laid: which is Jesus Christ. [] Then shall he say, Let",,,,,
1161,114,98,drop capital,T ORD,LORD,"he say, Let us pray. [LORD] God, who art the Beginning",1,,,,
1162,114,98,word,"end, Atnen.",end. Amen.,"ever one God, world without [end. Amen.]",1,,,,
1163,115,99,drop capital,"/""^UR",OUR,"[OUR] Father which art in heaven,",7,,,,
1164,115,99,word,tlie,the,"kingdom, and the power, and [the] glory, forever. Amen. Here may",1,,,,
1165,115,99,rubric mark (¶),1[,,"and the glory, forever. Amen. [] Here may be given an",,,,,
1166,115,99,word,"ivhich,","which,","be given an Address. After [which,] if so approved, an Offering",1,,,,
1167,115,99,word,i?i,in,"if so approved, an Offering [in] aid of the building fund",1,,,,
1168,115,99,word,II The7i,Then,building fund may be made. [Then] shall be sung a suitable,1,,,,
1169,115,99,drop capital,T^HE,THE,Minister shall pronounce The Benediction. [THE] grace of the Lord Jesus,3,,,,
1170,116,100,word,THE ORDER FOR THE DEDICATION OF A CHURCH. U Tlie,The Order for the Dedication of a Church The,[The Order for the Dedication of a Church The] congregation being duly assembled shall,1,,,,
1171,116,100,rubric mark (¶),U,,"the Minister and the People. [] Or, if so desired, the",,,,,
1172,116,100,word,j^drtin,part in,"so desired, the Ministers taking [part in] the Service shall enter at",1,,,,
1173,116,100,word,ivhere,where,"shall enter at the door, [where] they shall be received by",1,,,,
1174,116,100,word,tvith,with,"Trustees and Elders, and proceed [with] them up the aisle, reciting",1,,,,
1175,116,100,word,nnHE,THE,"Psalm, the presiding Minister leading: [THE] earth is the Lord's, and",1,,,,
1176,116,100,word,Gloiy,Glory,"is the King of glory. [Glory] be to the Father, and",1,,,,
1177,117,101,rubric mark (¶),1,,[] Then shall be sung the,,,,,
1178,117,101,drop capital,A LI^,ALL,or some other suitable Hymn: [ALL] people that on earth do,1,,,,
1179,117,101,punctuation/spacing,folk.,"folk,","us make; We are His [folk,] He doth us feed, And",1,,,,
1180,117,101,punctuation/spacing,feed.,"feed,","His folk, He doth us [feed,] And for His sheep He",1,,,,
1181,117,101,punctuation/spacing,stood.,"stood,","truth at all times firmly [stood,] And shall from age to",1,,,,
1182,117,101,rubric mark (¶),t,,age to age endure. Amen. [] Then shall the Minister and,,,,,
1183,117,101,word,T,I,"their Confession of Faith, saying: [I] BELIEVE in God the Father",1,,,,
1184,117,101,punctuation/spacing,heaven.,"heaven,","the dead; He ascended into [heaven,] And sitteth on the right",5,,,,
1185,117,101,word,tlie,the,to judge the quick and [the] dead. I believe in the,5,,,,
1186,117,101,word,poiver,power,"the dead, and under the [power] of death, until the third",5,,,,
1187,118,102,rubric mark (¶),H,,"[] The People being seated, the",,,,,
1188,118,102,drop capital,"""PiEARLY",DEARLY,"the presiding Minister shall say, [DEARLY] beloved in the Lord: God",1,,,,
1189,118,102,rubric mark (¶),U,,"His blessing on this Service. [] Then shall the Minister say,",,,,,
1190,118,102,rubric mark (¶),U,,"Minister say, Let us pray. [] If so desired, the Prayer",,,,,
1191,118,102,word,Pravkr niay,Prayer may,"pray. If so desired, the [Prayer may] be in the form following.",1,,,,
1192,118,102,word,f\,O,"be in the form following. [O] LORD God, almighty and most",1,,,,
1193,118,102,rubric mark (¶),U,,Jesus Christ our Lord. Amen. [] Here let the Minister and,,,,,
1194,118,102,word,Prayer; /^UR,Prayer: OUR,"People say together the Lord's [Prayer: OUR] Father which art in heaven,",1,,,,
1195,118,102,punctuation/spacing,debts.,"debts,","bread. And forgive us our [debts,] As we forgive our debtors.",8,,,,
1196,118,102,punctuation/spacing,temptation.,"temptation,","And lead us not into [temptation,] But deliver us from evil:",8,,,,
1197,118,102,rubric mark (¶),^,,"and the glory, forever. Amen. [] The Scripture shall then be",,,,,
1198,118,102,word,rend.,read.,The Scripture shall then be [read.] Proper lessons are: from the,1,,,,
1199,118,102,word,atid,and,"Testament, 1 Kings viii. 22-53, [and] from the New Testament, 1",1,,,,
1200,119,103,rubric mark (¶),H,,[] Then shall the Minister speak,,,,,
1201,119,103,drop capital,"XTOLY,","HOLY,","the words printed in Capitals. [HOLY,] Blessed, and Glorious Trinity: three",1,,,,
1202,119,103,heading (re-cased),To Thee we dedicate this house.,TO THEE WE DEDICATE THIS HOUSE.,three Persons and one God: [TO THEE WE DEDICATE THIS HOUSE.] Father of our Lord Jesus,1,,,,
1203,119,103,heading (re-cased),To Thee we dedicate this house.,TO THEE WE DEDICATE THIS HOUSE.,"Father which art in heaven: [TO THEE WE DEDICATE THIS HOUSE.] Son of God, the Only",1,,,,
1204,119,103,drop capital,To Thee we dp:dicate this house.,TO THEE WE DEDICATE THIS HOUSE.,"and King of Thy people: [TO THEE WE DEDICATE THIS HOUSE.] God the Holy Ghost, proceeding",1,,,,
1205,119,103,drop capital,To Thee we dedicate this house. H,TO THEE WE DEDICATE THIS HOUSE.,"Lord and Giver of Life: [TO THEE WE DEDICATE THIS HOUSE.] Then shall the Minister say,",1,,,,
1206,119,103,drop capital,"A RISE,","ARISE,","Then shall the Minister say, [ARISE,] O Lord, into Thy rest,",1,,,,
1207,119,103,punctuation/spacing,-^,,and the ark of Thy [] strength. Let Thy priests be,,,,,
1208,119,103,rubric mark (¶),H,,"when thou hearest, forgive. Amen. [] Then shall the appointed Minister",,,,,
1209,119,103,rubric mark (¶),H,,"Minister say, Let us pray. [] And the Congregation, reverently bowing",,,,,
1210,119,103,word,Q,O,"hearts The Prayer of Consecration. [O] ALMIGHTY and everlasting God, Thou",1,,,,
1211,120,104,word,praj^ers,prayers,shall be preached; where the [prayers] of the Church shall be,1,,,,
1212,120,104,drop capital,A LMIGHTY,ALMIGHTY,"dwell in His Church. Amen. [ALMIGHTY] and everlasting God, who hast",1,,,,
1213,120,104,punctuation/spacing,belie veth,believeth,"only begotten Son, that whosoever [believeth] in Him should not perish",1,,,,
1214,121,105,word,H //,If,[If] it be the will of,1,,,,
1215,121,105,word,ivill,will,If it be the [will] of the congregation to make,1,,,,
1216,121,105,rubric mark (¶),H,,"here, and consecrated with Prayer. [] Then a Hymn shall be",,,,,
1217,121,105,rubric mark (¶),H,,a Hymn shall be sung. [] Then shall follow The Sermon.,,,,,
1218,121,105,rubric mark (¶),If,,Then shall follow The Sermon. [] A Hymn may be sung,,,,,
1219,121,105,word,he siaig,be sung,The Sermon. A Hymn may [be sung] after the Sermon. Then the,1,,,,
1220,121,105,rubric mark (¶),U,,"be sung after the Sermon. [] Then the Minister shall say,",,,,,
1221,121,105,rubric mark (¶),^,,"shall say, Let us pray. [] If so desired, the Prayer",,,,,
1222,121,105,punctuation/spacing,"form,",form,may be offered in the [form] following: MOST glorious God; Accept,1,,,,
1223,121,105,drop capital,"""jl/TOST",MOST,offered in the form following: [MOST] glorious God; Accept through Thy,1,,,,
1224,121,105,punctuation/spacing,-'--'-,,"Accept through Thy beloved Son, [] our thanksgivings for Thine unspeakable",,,,,
1225,121,105,rubric mark (¶),If,,"for ever and ever. Amen. [] Or this: O GOD, whose",,,,,
1226,121,105,word,r\,O,"and ever. Amen. Or this: [O] GOD, whose glory is great",1,,,,
1227,122,106,word,"olfenses,","offenses,","delivered Him up for our [offenses,] didst raise Him again for",1,,,,
1228,122,106,word,Amen U,Amen.,"One God, blessed for evermore. [Amen.] The People remaining in the",1,,,,
1229,122,106,word,j^osture,posture,"The People remaining in the [posture] of prayer, the Minister shall",3,,,,
1230,122,106,word,"'proAjer,","prayer,","remaining in the posture of [prayer,] the Minister shall pronounce The",3,,,,
1231,122,106,word,"Benediction, nnHE",Benediction. THE,the Minister shall pronounce The [Benediction. THE] grace of the Lord Jesus,,,,,
1232,122,106,rubric mark (¶),^,,be with you all. Amen. [],,,,,
1233,123,107,page rewritten,(see scan),(see Markdown),,,,Treasury of Prayers contents rebuilt as a list (page numbers dropped).,,
1234,124,108,page rewritten,(see scan),(see Markdown),,,,Treasury of Prayers contents rebuilt as a list (page numbers dropped).,,
